cause,effect,nonident_cause,rescue_nodes,n_rescue_nodes
lexA,sbmC,cross_scc_blocked,crp|rpoD,2
lexA,ssb,cross_scc_blocked,rpoD,1
lexA,sulA,cross_scc_blocked,rpoD,1
lexA,symE,cross_scc_blocked,rpoD,1
lexA,tisB,cross_scc_blocked,rpoD,1
lexA,umuC,cross_scc_blocked,rpoD,1
lexA,umuD,cross_scc_blocked,rpoD,1
lexA,uvrA,cross_scc_blocked,rpoD,1
cpxR,gmhA,cross_scc_blocked,cpxR,1
lexA,uvrB,cross_scc_blocked,rpoD,1
lexA,uvrC,cross_scc_blocked,rpoD,1
lexA,uvrD,cross_scc_blocked,rpoD,1
lexA,uvrY,cross_scc_blocked,rpoD,1
lexA,yafN,cross_scc_blocked,rpoD,1
lexA,yafO,cross_scc_blocked,rpoD,1
lexA,yafP,cross_scc_blocked,rpoD,1
lexA,yafQ,cross_scc_blocked,rpoD,1
lexA,ybfE,cross_scc_blocked,rpoD|rpoH,2
lexA,ybiB,cross_scc_blocked,rpoD,1
cpxR,gpmM,cross_scc_blocked,cpxR,1
lexA,ydjM,cross_scc_blocked,rpoD,1
lexA,yebG,cross_scc_blocked,rpoD,1
lexA,yehF,cross_scc_blocked,rpoD,1
lrhA,fimE,cross_scc_blocked,fliZ|gadE|lrhA|lrp,4
lrhA,flhC,same_scc_long,fliZ|gadE|lrhA|lrp,4
lrhA,flhD,same_scc_long,fliZ|gadE|lrhA|lrp,4
lrhA,leuO,same_scc_long,fliZ|gadE|lrhA|lrp,4
lrhA,lrhA,self_loop,,0
rpoN,acrD,cross_scc_blocked,rpoN,1
rpoN,actP,cross_scc_blocked,rpoN,1
cpxR,hcp,cross_scc_blocked,cpxR,1
rpoN,amtB,cross_scc_blocked,rpoN,1
rpoN,argT,cross_scc_blocked,rpoN,1
rpoN,aslB,cross_scc_blocked,rpoN,1
rpoN,astA,cross_scc_blocked,rpoN,1
rpoN,astB,cross_scc_blocked,rpoN,1
rpoN,astC,cross_scc_blocked,rpoN,1
rpoN,astD,cross_scc_blocked,rpoN,1
rpoN,astE,cross_scc_blocked,rpoN,1
rpoN,atoA,cross_scc_blocked,rpoN,1
rpoN,atoB,cross_scc_blocked,rpoN,1
cpxR,hha,cross_scc_blocked,cpxR,1
rpoN,atoD,cross_scc_blocked,rpoN,1
rpoN,atoE,cross_scc_blocked,rpoN,1
rpoN,chaC,cross_scc_blocked,rob|rpoN,2
rpoN,cspC,cross_scc_blocked,rpoD|rpoN,2
rpoN,dcuD,cross_scc_blocked,rpoN,1
rpoN,ddpA,cross_scc_blocked,rpoN,1
rpoN,ddpB,cross_scc_blocked,rpoN,1
rpoN,ddpC,cross_scc_blocked,rpoN,1
rpoN,ddpD,cross_scc_blocked,rpoN,1
rpoN,ddpF,cross_scc_blocked,rpoN,1
cpxR,inaA,cross_scc_blocked,cpxR,1
rpoN,ddpX,cross_scc_blocked,rpoN,1
rpoN,emrD,cross_scc_blocked,lrp|rpoN,2
rpoN,fadL,cross_scc_blocked,rpoN,1
rpoN,fdhF,cross_scc_blocked,rpoN,1
rpoN,fhlA,cross_scc_blocked,rpoN,1
rpoN,flhC,same_scc_long,rpoN,1
rpoN,flhD,same_scc_long,rpoN,1
rpoN,focB,cross_scc_blocked,rpoN,1
rpoN,glnA,cross_scc_blocked,rpoN,1
rpoN,glnG,same_scc_long,rpoN,1
cpxR,kbp,cross_scc_blocked,cpxR|rpoS,2
rpoN,glnH,cross_scc_blocked,rpoN,1
rpoN,glnK,cross_scc_blocked,rpoN,1
rpoN,glnL,cross_scc_blocked,rpoN,1
rpoN,glnP,cross_scc_blocked,rpoN,1
rpoN,glnQ,cross_scc_blocked,rpoN,1
rpoN,glpQ,cross_scc_blocked,rpoN,1
rpoN,gltI,cross_scc_blocked,rpoN,1
rpoN,gltJ,cross_scc_blocked,rpoN,1
rpoN,gltK,cross_scc_blocked,rpoN,1
rpoN,gltL,cross_scc_blocked,rpoN,1
flhC,fliK,cross_scc_blocked,flhC|fliZ,2
cpxR,ldtC,cross_scc_blocked,cpxR|rpoD,2
rpoN,gnsA,cross_scc_blocked,rpoD|rpoN,2
rpoN,hisJ,cross_scc_blocked,rpoN,1
rpoN,hisM,cross_scc_blocked,rpoN,1
rpoN,hisP,cross_scc_blocked,rpoN,1
rpoN,hisQ,cross_scc_blocked,rpoN,1
rpoN,htpG,cross_scc_blocked,rpoN,1
rpoN,hycA,cross_scc_blocked,rpoN,1
rpoN,hycB,cross_scc_blocked,rpoN,1
rpoN,hycC,cross_scc_blocked,rpoN,1
rpoN,hycD,cross_scc_blocked,rpoN,1
cpxR,ldtD,cross_scc_blocked,cpxR|deaD,2
rpoN,hycE,cross_scc_blocked,rpoN,1
rpoN,hycF,cross_scc_blocked,rpoN,1
rpoN,hycG,cross_scc_blocked,rpoN,1
rpoN,hycH,cross_scc_blocked,rpoN,1
rpoN,hycI,cross_scc_blocked,rpoN,1
rpoN,hydN,cross_scc_blocked,rpoN,1
rpoN,hyfA,cross_scc_blocked,rpoN,1
rpoN,hyfB,cross_scc_blocked,rpoN,1
rpoN,hyfC,cross_scc_blocked,rpoN,1
rpoN,hyfD,cross_scc_blocked,rpoN,1
cpxR,lpxA,cross_scc_blocked,cpxR,1
rpoN,hyfE,cross_scc_blocked,rpoN,1
rpoN,hyfF,cross_scc_blocked,rpoN,1
rpoN,hyfG,cross_scc_blocked,rpoN,1
rpoN,hyfH,cross_scc_blocked,rpoN,1
rpoN,hyfI,cross_scc_blocked,rpoN,1
rpoN,hyfJ,cross_scc_blocked,rpoN,1
rpoN,hyfR,cross_scc_blocked,rpoN,1
rpoN,hypA,cross_scc_blocked,rpoN,1
rpoN,hypB,cross_scc_blocked,rpoN,1
rpoN,hypC,cross_scc_blocked,rpoN,1
cpxR,lpxD,cross_scc_blocked,cpxR,1
rpoN,hypD,cross_scc_blocked,rpoN,1
rpoN,hypE,cross_scc_blocked,rpoN,1
rpoN,hypF,cross_scc_blocked,rpoN,1
rpoN,ibpB,cross_scc_blocked,rpoN,1
rpoN,mutM,cross_scc_blocked,rpoN,1
rpoN,nac,same_scc_long,rpoN,1
rpoN,nikA,cross_scc_blocked,rpoN,1
rpoN,nikB,cross_scc_blocked,rpoN,1
rpoN,nikC,cross_scc_blocked,rpoN,1
rpoN,nikD,cross_scc_blocked,rpoN,1
cpxR,marA,cross_scc_blocked,cpxR,1
rpoN,nikE,cross_scc_blocked,rpoN,1
rpoN,nikR,cross_scc_blocked,rpoN,1
rpoN,norV,cross_scc_blocked,rpoN,1
rpoN,norW,cross_scc_blocked,rpoN,1
rpoN,nth,cross_scc_blocked,fur|rpoN,2
rpoN,patA,cross_scc_blocked,rpoN,1
rpoN,potF,cross_scc_blocked,rpoN,1
rpoN,potG,cross_scc_blocked,glnG|rpoN,2
rpoN,potH,cross_scc_blocked,glnG|rpoN,2
rpoN,potI,cross_scc_blocked,glnG|rpoN,2
cpxR,marB,cross_scc_blocked,cpxR,1
rpoN,prpB,cross_scc_blocked,rpoN,1
rpoN,prpC,cross_scc_blocked,rpoN,1
rpoN,prpD,cross_scc_blocked,rpoN,1
rpoN,prpE,cross_scc_blocked,rpoN,1
rpoN,pspA,cross_scc_blocked,rpoN,1
rpoN,pspB,cross_scc_blocked,rpoN,1
rpoN,pspC,cross_scc_blocked,rpoN,1
rpoN,pspD,cross_scc_blocked,rpoN,1
rpoN,pspE,cross_scc_blocked,rpoN,1
rpoN,pspG,cross_scc_blocked,rpoN,1
cpxR,marR,cross_scc_blocked,cpxR,1
rpoN,puuP,cross_scc_blocked,rpoN,1
rpoN,radD,cross_scc_blocked,lrp|rpoN,2
rpoN,rcdB,cross_scc_blocked,phoB|rpoN,2
rpoN,relA,cross_scc_blocked,rpoN,1
rpoN,rhaD,cross_scc_blocked,rpoN,1
rpoN,rpoE,two_cycle,rpoN,1
rpoN,rpoH,same_scc_long,rpoN,1
rpoN,rseA,cross_scc_blocked,rpoN,1
rpoN,rseB,cross_scc_blocked,rpoN,1
rpoN,rseC,cross_scc_blocked,rpoN,1
cpxR,matA,same_scc_long,cpxR,1
rpoN,rseD,cross_scc_blocked,rpoN,1
rpoN,rtcA,cross_scc_blocked,rpoN,1
rpoN,rtcB,cross_scc_blocked,rpoN,1
rpoN,rutA,cross_scc_blocked,rpoN,1
rpoN,rutB,cross_scc_blocked,rpoN,1
rpoN,rutC,cross_scc_blocked,rpoN,1
rpoN,rutD,cross_scc_blocked,rpoN,1
rpoN,rutE,cross_scc_blocked,rpoN,1
rpoN,rutF,cross_scc_blocked,rpoN,1
rpoN,rutG,cross_scc_blocked,rpoN,1
cpxR,mdtA,cross_scc_blocked,cpxR|rpoS,2
rpoN,ssnA,cross_scc_blocked,rpoD|rpoN,2
rpoN,xapB,cross_scc_blocked,rpoN,1
rpoN,xdhA,cross_scc_blocked,rpoN,1
rpoN,xdhB,cross_scc_blocked,fnr|rpoN,2
rpoN,xdhC,cross_scc_blocked,fnr|rpoN,2
rpoN,yaaU,cross_scc_blocked,rpoN,1
rpoN,yeaG,cross_scc_blocked,rpoN,1
rpoN,yeaH,cross_scc_blocked,glnG|rpoN,2
rpoN,yfcZ,cross_scc_blocked,rpoN,1
rpoN,yhdX,cross_scc_blocked,glnG|rpoN,2
cpxR,mdtB,cross_scc_blocked,cpxR|rpoS,2
rpoN,yhdY,cross_scc_blocked,glnG|rpoN,2
rpoN,yhdZ,cross_scc_blocked,glnG|rpoN,2
rpoN,ymjE,cross_scc_blocked,rpoN,1
rpoN,yobF,cross_scc_blocked,rpoN,1
rpoN,zraP,cross_scc_blocked,rpoN|zraR,2
rpoN,zraR,same_scc_long,rpoN,1
rpoN,zraS,cross_scc_blocked,rpoN,1
slyA,cas1,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,cas2,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,casA,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
flhC,fliL,cross_scc_blocked,flhC|fliZ,2
cpxR,mdtC,cross_scc_blocked,cpxR|rpoS,2
slyA,casB,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,casC,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,casD,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,casE,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,elfA,cross_scc_blocked,fliZ|gadE|lrp|nac|slyA|yjjQ,6
slyA,fecI,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,fecR,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,gspC,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,gspD,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,gspE,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
cpxR,mdtD,cross_scc_blocked,cpxR,1
slyA,gspF,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,gspG,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,gspH,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,gspI,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,gspJ,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,gspK,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,gspL,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,gspM,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,gspO,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,hlyE,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
cpxR,metC,cross_scc_blocked,cpxR,1
slyA,leuO,scc_edge_dissolved,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,paaA,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,paaB,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,paaC,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,paaD,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,paaE,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,paaF,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,paaG,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,paaH,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,paaI,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
cpxR,motA,cross_scc_blocked,cpxR|fliA,2
slyA,paaJ,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,paaK,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,pagP,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,rmf,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,rsd,cross_scc_blocked,fliZ|gadE|lrp|slyA|yjjQ,5
slyA,sgcA,cross_scc_blocked,crp|fliZ|gadE|lrp|slyA|yjjQ,6
slyA,sgcB,cross_scc_blocked,crp|fliZ|gadE|lrp|slyA|yjjQ,6
slyA,sgcC,cross_scc_blocked,crp|fliZ|gadE|lrp|slyA|yjjQ,6
slyA,sgcE,cross_scc_blocked,crp|fliZ|gadE|lrp|slyA|yjjQ,6
slyA,sgcQ,cross_scc_blocked,crp|fliZ|gadE|lrp|slyA|yjjQ,6
cpxR,motB,cross_scc_blocked,cpxR|fliA,2
slyA,sgcR,cross_scc_blocked,crp|fliZ|gadE|lrp|slyA|yjjQ,6
slyA,sgcX,cross_scc_blocked,crp|fliZ|gadE|lrp|slyA|yjjQ,6
slyA,slyA,self_loop,,0
tyrR,tyrR,self_loop,,0
lysR,lysR,self_loop,,0
rob,acnA,cross_scc_blocked,rob,1
rob,acrA,cross_scc_blocked,rob,1
rob,acrB,cross_scc_blocked,rob,1
rob,acrZ,cross_scc_blocked,rob,1
rob,aldA,cross_scc_blocked,rob,1
cpxR,mscM,cross_scc_blocked,cpxR|rpoE,2
rob,dapD,cross_scc_blocked,rob,1
rob,fumC,cross_scc_blocked,rob,1
rob,glnD,cross_scc_blocked,rob,1
rob,inaA,cross_scc_blocked,rob,1
rob,map,cross_scc_blocked,rob,1
rob,marA,two_cycle,rob,1
rob,marB,cross_scc_blocked,rob,1
rob,marR,same_scc_long,rob,1
rob,mdaB,cross_scc_blocked,rob,1
rob,nfo,cross_scc_blocked,rob,1
cpxR,mtn,cross_scc_blocked,cpxR,1
rob,nfsA,cross_scc_blocked,rob,1
rob,nfsB,cross_scc_blocked,rob,1
rob,rimK,cross_scc_blocked,rob,1
rob,rob,self_loop,,0
rob,sodA,cross_scc_blocked,rob,1
rob,tolC,cross_scc_blocked,rob,1
rob,ybjC,cross_scc_blocked,rob,1
rob,ybjN,cross_scc_blocked,rob,1
rob,ygiB,cross_scc_blocked,rob,1
rob,ygiC,cross_scc_blocked,rob,1
cpxR,mzrA,cross_scc_blocked,cpxR,1
rob,yhbW,cross_scc_blocked,rob,1
rob,zwf,cross_scc_blocked,rob,1
metR,metR,self_loop,,0
mngR,mngR,self_loop,,0
mprA,mprA,self_loop,,0
mqsA,csgD,same_scc_long,mqsA|rpoD,2
mqsA,csgE,cross_scc_blocked,mqsA|rpoD,2
mqsA,csgF,cross_scc_blocked,mqsA|rpoD,2
mqsA,csgG,cross_scc_blocked,mqsA|rpoD,2
mqsA,cspD,cross_scc_blocked,mqsA|rpoD,2
cpxR,nuoA,cross_scc_blocked,cpxR,1
mqsA,mqsA,self_loop,,0
mqsA,mqsR,cross_scc_blocked,mqsA|rpoD,2
mqsA,rpoS,same_scc_long,mqsA|rpoD,2
mraZ,mraZ,self_loop,,0
murR,murR,self_loop,,0
ydiP,cspA,scc_edge_dissolved,hns|nac|ydiP,3
ydiP,cspE,cross_scc_blocked,hns|nac|ydiP,3
yoeB,yefM,two_cycle,yoeB,1
yoeB,yoeB,self_loop,,0
nemR,nemR,self_loop,,0
cpxR,ompC,cross_scc_blocked,cpxR,1
nimR,nimR,self_loop,,0
norR,norR,self_loop,,0
paaX,paaX,self_loop,,0
pepA,pepA,self_loop,,0
pspF,pspF,self_loop,,0
rcdA,rcdA,self_loop,,0
rcnR,rcnR,self_loop,,0
relB,hokD,cross_scc_blocked,,0
relB,relB,self_loop,,0
relB,relE,two_cycle,relB,1
flhC,fliM,cross_scc_blocked,flhC|fliZ,2
cpxR,ompF,cross_scc_blocked,cpxR,1
relE,hokD,cross_scc_blocked,,0
relE,relB,two_cycle,relE,1
relE,relE,self_loop,,0
rne,rne,self_loop,,0
rpmE,rpmE,self_loop,,0
rpsB,rpsB,self_loop,,0
rutR,carA,cross_scc_blocked,rutR,1
rutR,carB,cross_scc_blocked,rutR,1
rutR,fepB,cross_scc_blocked,rutR,1
rutR,gadW,same_scc_long,rutR,1
cpxR,pflB,cross_scc_blocked,cpxR,1
rutR,gadX,same_scc_long,rutR,1
rutR,gloA,cross_scc_blocked,rpoD|rutR,2
rutR,nemA,cross_scc_blocked,rpoD|rutR,2
rutR,nemR,cross_scc_blocked,rpoD|rutR,2
rutR,pdeR,cross_scc_blocked,rutR,1
rutR,rutA,cross_scc_blocked,rutR,1
rutR,rutB,cross_scc_blocked,rutR,1
rutR,rutC,cross_scc_blocked,rutR,1
rutR,rutD,cross_scc_blocked,rutR,1
rutR,rutE,cross_scc_blocked,rutR,1
cpxR,plsB,cross_scc_blocked,cpxR|rpoE,2
rutR,rutF,cross_scc_blocked,rutR,1
rutR,rutG,cross_scc_blocked,rutR,1
rutR,rutR,self_loop,,0
sutR,fliA,same_scc_long,fliZ|gadE|rpoD|sutR,4
sutR,fliZ,same_scc_long,gadE|rpoD|sutR,3
sutR,pfkB,cross_scc_blocked,fliZ|gadE|rpoD|sutR,4
sutR,sutR,self_loop,,0
sutR,tcyJ,cross_scc_blocked,fliZ|gadE|rpoD|sutR,4
sutR,ypfN,cross_scc_blocked,fliZ|gadE|rpoD|sutR,4
torR,adiA,cross_scc_blocked,rpoD|torR,2
cpxR,ppiA,cross_scc_blocked,cpxR,1
torR,adiC,cross_scc_blocked,rpoD|torR,2
torR,gadA,cross_scc_blocked,rpoD|torR,2
torR,gadB,cross_scc_blocked,rpoD|torR,2
torR,gadC,cross_scc_blocked,rpoD|torR,2
torR,gadE,same_scc_long,rpoD|torR,2
torR,gadX,same_scc_long,rpoD|torR,2
torR,hdeA,cross_scc_blocked,rpoD|torR,2
torR,hdeB,cross_scc_blocked,rpoD|torR,2
torR,mdtE,cross_scc_blocked,rpoD|torR,2
torR,mdtF,cross_scc_blocked,rpoD|torR,2
cpxR,ppiD,cross_scc_blocked,cpxR,1
torR,rpoS,same_scc_long,rpoD|torR,2
torR,slp,cross_scc_blocked,rpoD|torR,2
torR,tnaA,cross_scc_blocked,rpoD|torR,2
torR,tnaB,cross_scc_blocked,rpoD|torR,2
torR,tnaC,cross_scc_blocked,rpoD|torR,2
torR,torA,cross_scc_blocked,rpoD|torR,2
torR,torC,cross_scc_blocked,rpoD|torR,2
torR,torD,cross_scc_blocked,rpoD|torR,2
torR,torR,self_loop,,0
torR,yhiD,cross_scc_blocked,rpoD|torR,2
cpxR,psd,cross_scc_blocked,cpxR|rpoE,2
trpR,trpR,self_loop,,0
uidR,uidR,self_loop,,0
yefM,yefM,self_loop,,0
yefM,yoeB,two_cycle,yefM,1
selB,selB,self_loop,,0
yebK,yebK,self_loop,,0
yfeC,yfeC,self_loop,,0
yhaJ,yhaJ,self_loop,,0
fnr,glpT,cross_scc_blocked,fnr,1
fnr,gltB,cross_scc_blocked,fnr,1
cpxR,rpoE,same_scc_long,cpxR,1
fnr,gltD,cross_scc_blocked,fnr,1
fnr,gltF,cross_scc_blocked,fnr,1
fnr,gnd,cross_scc_blocked,fnr,1
fnr,grcA,cross_scc_blocked,fnr,1
fnr,hcp,cross_scc_blocked,fnr,1
fnr,hcr,cross_scc_blocked,fnr,1
fnr,hemA,cross_scc_blocked,fnr,1
fnr,hlyE,cross_scc_blocked,fnr,1
fnr,hmp,cross_scc_blocked,fnr,1
fnr,hyfA,cross_scc_blocked,fnr,1
cpxR,rpoH,same_scc_long,cpxR,1
fnr,hyfB,cross_scc_blocked,fnr,1
fnr,hyfC,cross_scc_blocked,fnr,1
fnr,hyfD,cross_scc_blocked,fnr,1
fnr,hyfE,cross_scc_blocked,fnr,1
fnr,hyfF,cross_scc_blocked,fnr,1
fnr,hyfG,cross_scc_blocked,fnr,1
fnr,hyfH,cross_scc_blocked,fnr,1
fnr,hyfI,cross_scc_blocked,fnr,1
fnr,hyfJ,cross_scc_blocked,fnr,1
fnr,hyfR,cross_scc_blocked,fnr,1
cpxR,rseA,cross_scc_blocked,cpxR,1
fnr,hypB,cross_scc_blocked,fnr,1
fnr,hypC,cross_scc_blocked,fnr,1
fnr,hypD,cross_scc_blocked,fnr,1
fnr,hypE,cross_scc_blocked,fnr,1
fnr,idlP,cross_scc_blocked,fnr,1
fnr,iraD,cross_scc_blocked,fnr,1
fnr,iraM,cross_scc_blocked,fnr,1
fnr,katG,cross_scc_blocked,fnr,1
fnr,lpd,cross_scc_blocked,fnr,1
fnr,malP,cross_scc_blocked,fnr,1
cpxR,rseB,cross_scc_blocked,cpxR,1
fnr,malQ,cross_scc_blocked,fnr,1
fnr,metV,cross_scc_blocked,fnr|rpoD,2
fnr,moaA,cross_scc_blocked,csrA|fnr,2
fnr,moaB,cross_scc_blocked,csrA|fnr,2
fnr,moaC,cross_scc_blocked,csrA|fnr,2
fnr,moaD,cross_scc_blocked,csrA|fnr,2
fnr,moaE,cross_scc_blocked,csrA|fnr,2
fnr,moeA,cross_scc_blocked,fnr,1
fnr,moeB,cross_scc_blocked,fnr,1
fnr,msrB,cross_scc_blocked,fnr,1
flhC,fliN,cross_scc_blocked,flhC|fliZ,2
cpxR,rseC,cross_scc_blocked,cpxR,1
fnr,nac,same_scc_long,fnr,1
fnr,napA,cross_scc_blocked,fnr,1
fnr,napB,cross_scc_blocked,fnr,1
fnr,napC,cross_scc_blocked,fnr,1
fnr,napD,cross_scc_blocked,fnr,1
fnr,napF,cross_scc_blocked,fnr,1
fnr,napG,cross_scc_blocked,fnr,1
fnr,napH,cross_scc_blocked,fnr,1
fnr,narG,cross_scc_blocked,fnr,1
fnr,narH,cross_scc_blocked,fnr,1
cpxR,rseD,cross_scc_blocked,cpxR,1
fnr,narI,cross_scc_blocked,fnr,1
fnr,narJ,cross_scc_blocked,fnr,1
fnr,narK,cross_scc_blocked,fnr,1
fnr,narL,cross_scc_blocked,fnr|rpoD,2
fnr,narX,cross_scc_blocked,fnr,1
fnr,ndh,cross_scc_blocked,fnr,1
fnr,nikA,cross_scc_blocked,fnr,1
fnr,nikB,cross_scc_blocked,fnr,1
fnr,nikC,cross_scc_blocked,fnr,1
fnr,nikD,cross_scc_blocked,fnr,1
cpxR,sbmA,cross_scc_blocked,cpxR|rpoE,2
fnr,nikE,cross_scc_blocked,fnr,1
fnr,nikR,cross_scc_blocked,fnr,1
fnr,nirB,cross_scc_blocked,fnr,1
fnr,nirC,cross_scc_blocked,fnr,1
fnr,nirD,cross_scc_blocked,fnr,1
fnr,norV,cross_scc_blocked,fnr,1
fnr,norW,cross_scc_blocked,fnr,1
fnr,nrdD,cross_scc_blocked,fnr,1
fnr,nrdG,cross_scc_blocked,fnr,1
fnr,nrfA,cross_scc_blocked,fnr,1
cpxR,sdhC,cross_scc_blocked,cpxR,1
fnr,nrfB,cross_scc_blocked,fnr,1
fnr,nrfC,cross_scc_blocked,fnr,1
fnr,nrfD,cross_scc_blocked,fnr,1
fnr,nrfE,cross_scc_blocked,fnr,1
fnr,nrfF,cross_scc_blocked,fnr,1
fnr,nrfG,cross_scc_blocked,fnr,1
fnr,nuoA,cross_scc_blocked,fnr,1
fnr,nuoB,cross_scc_blocked,fnr,1
fnr,nuoC,cross_scc_blocked,fnr,1
fnr,nuoE,cross_scc_blocked,fnr,1
cpxR,shoB,cross_scc_blocked,cpxR,1
fnr,nuoF,cross_scc_blocked,fnr,1
fnr,nuoG,cross_scc_blocked,fnr,1
fnr,nuoH,cross_scc_blocked,fnr,1
fnr,nuoI,cross_scc_blocked,fnr,1
fnr,nuoJ,cross_scc_blocked,fnr,1
fnr,nuoK,cross_scc_blocked,fnr,1
fnr,nuoL,cross_scc_blocked,fnr,1
fnr,nuoM,cross_scc_blocked,fnr,1
fnr,nuoN,cross_scc_blocked,fnr,1
fnr,ompW,cross_scc_blocked,fnr,1
cpxR,skp,cross_scc_blocked,cpxR,1
fnr,ompX,cross_scc_blocked,fnr,1
fnr,ortT,cross_scc_blocked,fnr,1
fnr,pdeF,cross_scc_blocked,fnr,1
fnr,pdhR,cross_scc_blocked,fnr,1
fnr,pflB,cross_scc_blocked,fnr,1
fnr,pheM,cross_scc_blocked,dksA|fnr,2
fnr,phoU,cross_scc_blocked,fnr,1
fnr,poxB,cross_scc_blocked,fnr,1
fnr,prfA,cross_scc_blocked,fnr,1
fnr,prmC,cross_scc_blocked,fnr,1
cpxR,slt,cross_scc_blocked,cpxR|rpoH,2
fnr,pstA,cross_scc_blocked,fnr,1
fnr,pstB,cross_scc_blocked,fnr,1
fnr,pstC,cross_scc_blocked,fnr,1
fnr,pstS,cross_scc_blocked,fnr,1
fnr,purM,cross_scc_blocked,fnr,1
fnr,purN,cross_scc_blocked,fnr,1
fnr,puuA,cross_scc_blocked,fnr,1
fnr,puuP,cross_scc_blocked,fnr,1
fnr,pykA,cross_scc_blocked,fnr,1
fnr,ravA,cross_scc_blocked,fnr|rpoS,2
cpxR,spy,cross_scc_blocked,cpxR,1
fnr,rimM,cross_scc_blocked,fnr,1
fnr,rnpB,cross_scc_blocked,fnr,1
fnr,rplB,cross_scc_blocked,fnr,1
fnr,rplC,cross_scc_blocked,fnr,1
fnr,rplD,cross_scc_blocked,fnr,1
fnr,rplM,cross_scc_blocked,fnr,1
fnr,rplP,cross_scc_blocked,fnr,1
fnr,rplS,cross_scc_blocked,fnr,1
fnr,rplT,cross_scc_blocked,fnr,1
fnr,rplV,cross_scc_blocked,fnr,1
cpxR,srkA,cross_scc_blocked,cpxR|rpoD,2
fnr,rplW,cross_scc_blocked,fnr,1
fnr,rpmC,cross_scc_blocked,fnr,1
fnr,rpsC,cross_scc_blocked,fnr,1
fnr,rpsI,cross_scc_blocked,fnr,1
fnr,rpsJ,cross_scc_blocked,fnr,1
fnr,rpsP,cross_scc_blocked,fnr,1
fnr,rpsQ,cross_scc_blocked,fnr,1
fnr,rpsS,cross_scc_blocked,fnr,1
fnr,scpB,cross_scc_blocked,fnr|nac,2
fnr,sdhA,cross_scc_blocked,fnr,1
cpxR,tomB,cross_scc_blocked,cpxR,1
fnr,sdhB,cross_scc_blocked,fnr,1
fnr,sdhC,cross_scc_blocked,fnr,1
fnr,sdhD,cross_scc_blocked,fnr,1
fnr,sodA,cross_scc_blocked,fnr,1
fnr,soxR,same_scc_long,fnr,1
fnr,soxS,same_scc_long,fnr,1
fnr,ssuA,cross_scc_blocked,fnr,1
fnr,ssuB,cross_scc_blocked,fnr,1
fnr,ssuC,cross_scc_blocked,fnr,1
fnr,ssuD,cross_scc_blocked,fnr,1
acrR,acrA,cross_scc_blocked,acrR,1
flhC,fliO,cross_scc_blocked,flhC|fliZ,2
cpxR,tsr,cross_scc_blocked,cpxR,1
fnr,ssuE,cross_scc_blocked,fnr,1
